,abstract
160,persero kantor distribusi jawa barat rupa salah unit tangan distribusi listrik daerah jawa barat milik pegawai pegawai paham berbedabeda kelola akibat lost knowledge pegawai usaha sulit pegawai transfer knowledge diseminasi usaha laksana akibat referensi selesai usaha terap knowledge management system rupa sharing knowledge pegawai tuju mudah transfer knowledge buah organisasi knowledge management system tuju mudah kelola cipta tangkap saring simpan kelola manfaat pegawai buah organisasi dasar bahas terap knowledge management system subbidang persero kantor distribusi jawa barat mudah transfer knowledge pegawai lost knowledge usaha pegawai dokumentasi buah sistem mudah akses pegawai
161,salah fungsi media sosial pesan kabar berita media sosial rupa teks gambar foto video sadar perhati awareness masyarakat hadap nyata celaka picu masyarakat menggunggah kabar berita media sosial pesan media sosial unggah seringkali lokasi proses deteksi realtime lengkap informasi geospatial rupa dasar peta lokasi celaka teliti pesan media sosial milik topik kecelaakan alat transportasi textmining pesan proses infomasi geospatial visualisasi peta algoritma textmining metode densitybased clustering algoritma dbscan densitybased spatial clustering applications with noise algoritma dbscan parameter radius masingmasing anggota cluster inti cluster minpts minimal points batas minimum anggota cluster ektraksi lokasi laku cluster hasil proses clustering visualisasi peta laku hadap lokasi cluster ekstrak metode rulebased parsing lokasi google maps geocoding
162,software defined networking rupa buah arsitektur jaring komputer pisah control plane buah perangkat jaring komputer switch router data plane perangkat jaring komputer pisah dataplane controlplane program perangkat sesuai pusat controller kontrol monitor atur buah jaring komputer buah titik node pusat white switch komponen switch southbound fungsi komponen atur alir data sesuai kontroler saklar konvensional white switch buah switch kosong blank switch milik otak parameter acu standart kualitas formasi delay throughput packetloss jitter simulasi laku uji kirim data suara video jaring white switch banding switch konvensional mikrotik rbui hasil simulasi white switch unggul banding mikrotik rbui
163,travel salah usaha bidang transportasi layan tumpang rute jawa barat usaha manual proses bisnis simpan data timbul sulit cari data hilang data tanggap tulis bangun tugas judul kembang sistem self service ticketing kelola sumber daya usaha travel studi suryaputra adipradana bantu usaha kelola giat simpan data travel aplikasi metode rational unified process bahasa aplikasi fitur kelola pesan kelola data pegawai kelola supir kelola kelola lapor dasar hasil uji laku simpul aplikasi layak aplikasi kelola data platform harap aplikasi tingkat kerja usaha efektif efisien
164,laku survei orang organisasi kuesioner versi cetak kumpul data responden milik resiko human error olah digitalisasi proses resiko human error proses manual cenderung digital tuntut organisasi terap konsep paperless operasi giat dorong manfaat website ganti survei manual tugas tulis bahas manfaat html bangun website mudah giat survei ambil survei puas lulus universitas telkom rancang implementasi sesuai uji html padu powerful bangun website contoh maksimal tulis pakai tools sesuai dukung codeigniter code phpmyadmin xampp
165,terap data mining system informasi rupa butuh salah aplikasi recommender system recommender system aplikasi informasi rupa saran dasar history perilaku teliti bahas terap data mining recommender system teknik market basket analysis pustaka algoritma fpgrowth algoritma cari pola transaksi cari item pola muncul kait masingmasing item muncul algoritma fpgrowth struktur data fptree kerja algoritma scan database laku kali tuju teliti terap hasil data mining recommender system fitur book recommender system informasi rupa rekomendasi judul buku pinjam mudah pinjam cari buku pinjam
166,komputer luput rusak rusak rusak komputer rawat peran orang teknisi butuh utama milik komputer penyebabpenyebab rusak komputer alam rusak sayang rusak rusak mesti tunggu biaya tugas rancang perangkat lunak bantu orang awam user milik komputer toko komputer latih teknisi identifikasi rusak komputer perangkat lunak tuntun user pakai identifikasi rusak pilih jenis rusak langkahlangkah periksa temu rusak solusi periksa bahasa program visual basic
167,area parkir elemen samping bangun kantor komersil pribadi nyaman prioritas utama timbul kait area parkir khusus apartemen area parkir penuh eksternal rupa huni apartemen huni apartemen parkir kendaraanya area sedia teliti laku bangun smart parking system teknologi near field communication arduino mikrokontroller hubung perangkat keras sistem otomatisasi giat parkir mobil masuk area parkir teknologi huni tinggal pindai perangkat alat pindai sedia sistem laku proses nyaman jamin huni space parkir kendaraanya
168,distro iring tingkat minat masyarakat fashion masyarakat lomba pakaianpakaian trendi situ usahawan buka distro bentuk motif warna milik distro pamer pakai hasil produksi pakai pakai manekinpatung taruh distro lihat orangorang distro manekin butuh pakai distro minimal milik toko buah manekin tarik perhati orang terkadang manekin ruang sempit nyamanoleh teknologi video mapping tarik perhati masyarakat video mapping metode tarik evolusi seni visual manfaat proyeksi projector tembak bidang proyeksi projector gedung kendara lantai aplikasi adobe flash adobe flash salah perangkat lunak komputer gambar vektor animasi gambar adobe flash rancang proses desain modelling adobe flash tool desain desain tools corel draw photoshop adobe after effects aplikasi bangun teknologi video mapping manekin bantu proses pasar pakai tarik hemat pakai tampil berubahubah aplikasi tampil background rupa video uji aplikasi laku responden ukur layak aplikasi hasil kuisioner hasil responden video mapping paham respoden hadap video mapping aplikasi tarik minat responden hadap aplikasi mudah aplikasi
169,butuh teknologi cepat kembang salah voice service wimax masyarakat mudah laku komunikasi wimax konfigurasi pilih scheduling service class tawar kualitas berbedabeda voice service kelas best effort schedullling service class layan wimax maksimal kerja jaring voice service layan video lainlain uji banding performa masingmasing kelas laku pilih kelas cocok voice service simulator opnet modeler kelaskelas jadwal wimax kelas cocok voice service lihat parameter qosnya jitter delay throughput kelas jadwal kelas penuh butuh wimax lihat parameter qosnya kelas milik penuh butuh voice service banding lihat ratarata hasil
170,posyandu rupa salah bentuk upaya sehat bersumberdaya masyarakat ukbm kelola masyarakat masyarakat masyarakat masyarakat daya masyarakat mudah masyarakat layan sosial dasar posyandu laksana bangun kota bandung laksana lepas orientasi strategi bangun laku kembang paradigma spirit otonomi daerah daya masyarakat harap bangun hidup demokratis hakhak masyarakat aspirasi posisi sentral perhati perintah jajaranya laku metode daya masyarakat salah spirit ubah masyarakat salah giat kembang program kembang daya masyarakat kota bandung posyandu posyandu rupa salah upaya sehat basis masyarakat selenggara masyarakat masyarakat masyarakat masyarakat selenggara layan butuh sosial dasar masyarakat layan posyandu integrasi kumpul data laku observasi lapang mecari bentuk tekstur animasi wawancara semi struktur tulis temu laku upaya kembang posyandu
171,kembang teknologi alam maju pesat butuh informasi dunia bisnis maju usaha informasi rupa butuh vital rancang giat ambil putus pengaruh kembang buah usaha informasi akurat lengkap relevan usaha saing kompetitornyaberdasarkan jual produk sesko mart alam tingkat manajemen sulit kelola data jual mengahasilkan informasi ambil putus laku data warehouse hasil teliti buah data warehouse mudah proses analisis hadap data milik sesko mart dashboard saji sistem informasi bentuk visual tampil informasi mudah paham manajemen baca informasi jual manfaat pimpin tugas bantu proses ambil putus lapor data jual mudah analisis data jual
172,sedia informasi kena tarif jasa fotografi profesional model jasa dukung model potofolio cermin karakter model salah kendala model tarif jasa fotografer profesional susah fotografer konsumen media mempublikasikan fotografer sistem dukung putus sistem bantu orang ambil putus akurat sasaranbanyak selesai salah pilih jasa fotografer metode bangun analytical hierarchy process paradigma bangun perangkat lunak prototype model unifiedmodeling language tools alat bantu implementasi engine eksekusi kode apache server interpreter mysql basis data adobe dreamweaver editor hasil teliti hasil rekomendasi fotografer urut dasar nilai rekomendasi sistem rendah model mudah ambil putus lihat hasil
173,twitter makes development communications information technology fast easy access allowing users hold share information freely with twitter every user convey share whatever happens either form tweet information news that retweet through certain news media without knowing whether news tweet true relevant irrelevant based problem need system determining relevance news using density based spatial clustering application with noise dbscan knearest neighbor algorithms find relevant news irrelevant news implementation using programming language determination news relevance resulted clusters with data testing using knearest neighbor test data using clustering applications with noise dbscan data collection showed that bigger relevant data rate bigger news
